,position_on_page,title,link,published_date,views,length,description,extensions,channel.name,channel.link,channel.verified,channel.thumbnail,thumbnail.static,thumbnail.rich
80,9,Top 50+ AWS Services Explained in 10 Minutes,https://www.youtube.com/watch?v=JIbIYCM48to,4 months ago,352259.0,11:46,Amazon Web Services (AWS) is the world's largest and most complex cloud with over 200 unique services. Learn about the top 50 ...,['4K'],Fireship,https://www.youtube.com/channel/UCsBjURrPoezykLs9EqgamOA,True,https://yt3.ggpht.com/ytc/AKedOLTcIl6kKt3lEPJEySUf_hpHiKDKiFeo9eWPReLysQ=s68-c-k-c0x00ffffff-no-rj,https://i.ytimg.com/vi/JIbIYCM48to/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBy2kNnu3NBwl5irdoFfcIwJdvSow,https://i.ytimg.com/an_webp/JIbIYCM48to/mqdefault_6s.webp?du=3000&sqp=CJLUw4wG&rs=AOn4CLAAFMbBrZ-Rb6zi5WMy3gTIiSWEsw
81,10,How Amazon Uses Explosive-Resistant Devices To Transfer Data To AWS,https://www.youtube.com/watch?v=H3_ZqnqLyVo,2 years ago,2486823.0,13:48,Demand for cloud computing from providers like Amazon Web Services continues to rise from both companies and consumers ...,['CC'],CNBC,https://www.youtube.com/user/cnbc,True,https://yt3.ggpht.com/ytc/AKedOLQrhA2lTj2e-5xmvnHzDhl3XgYj6afl7yoY49GFSRg=s68-c-k-c0x00ffffff-no-rj,https://i.ytimg.com/vi/H3_ZqnqLyVo/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAAadb-S4bumF3bK_oX4IcNU3tKGA,https://i.ytimg.com/an_webp/H3_ZqnqLyVo/mqdefault_6s.webp?du=3000&sqp=CMTFw4wG&rs=AOn4CLCGHE-Jamr_CV9DwOc2b_GTVuIW0g
82,15,AWS Certified Cloud Practitioner Training 2020 - Full Course,https://www.youtube.com/watch?v=3hLmDS179YE,2 years ago,2213914.0,3:58:01,This course will help you become an AWS Certified Cloud Practitioner. You will get a complete understanding of the AWS Cloud ...,['CC'],freeCodeCamp.org,https://www.youtube.com/channel/UC8butISFwT-Wl7EV0hUK0BQ,True,https://yt3.ggpht.com/ytc/AKedOLTtJvQ1Vfew91vemeLaLdhjOwGx3tTBLlreK_QUyA=s68-c-k-c0x00ffffff-no-rj,https://i.ytimg.com/vi/3hLmDS179YE/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAdSgkVKTx_mSFy2NNFL2i6bBedaw,https://i.ytimg.com/an_webp/3hLmDS179YE/mqdefault_6s.webp?du=3000&sqp=CITGw4wG&rs=AOn4CLDNS-MC7BRWRT9aMz2IJuxDnDBZyA
83,16,Inside Amazon's Massive Data Center,https://www.youtube.com/watch?v=q6WlzHLxNKI,7 months ago,520080.0,9:32,"Amazon Web Services is an unrivalled colossus of the internet age, providing the computational horsepower underpinning ...",['CC'],Tech Vision,https://www.youtube.com/channel/UCHAK6CyegY22Zj2GWrcaIxg,True,https://yt3.ggpht.com/DrwjaVyutu-M_TkbhiagVsf1YLxW636SVA8HgquZVrs5QplfgHob1cUl6X_hE49QLJj4j-S7pA=s68-c-k-c0x00ffffff-no-rj,https://i.ytimg.com/vi/q6WlzHLxNKI/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC-wC6yWs5KF9Y6Wt0QjPtdq9Iknw,https://i.ytimg.com/an_webp/q6WlzHLxNKI/mqdefault_6s.webp?du=3000&sqp=CMLMw4wG&rs=AOn4CLD0PTrTRjDt60rnsTRBmgtE-OZL5w
84,19,Getting Started with AWS | Amazon Web Services BASICS,https://www.youtube.com/watch?v=ubCNZRNjhyo,4 years ago,783692.0,26:52,---------- Example Project (don't forget to unzip + rezip!): https://github.com/academind/aws-first-node-app Some useful AWS ...,['CC'],Academind,https://www.youtube.com/channel/UCSJbGtTlrDami-tDGPUV9-w,True,https://yt3.ggpht.com/ytc/AKedOLTM6bGgJWtayEJrZHApYyJSaBqWLkMnXixAVvc85Q=s68-c-k-c0x00ffffff-no-rj,https://i.ytimg.com/vi/ubCNZRNjhyo/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD5pq4orBpnsvhf5TY9R74N4eGr7g,https://i.ytimg.com/an_webp/ubCNZRNjhyo/mqdefault_6s.webp?du=3000&sqp=CKq8w4wG&rs=AOn4CLD_g7_QSMn-ZJrMfw6DYC62V82ZAQ
85,20,"Meet Chara, AWS Solutions Architect | Amazon Web Services",https://www.youtube.com/watch?v=AZQLtiLJxiw,1 day ago,6301.0,1:49,The Solutions Architect team at AWS is responsible for helping customers successfully implement cloud technologies.Are you ...,['New'],Amazon Web Services,https://www.youtube.com/user/AmazonWebServices,True,https://yt3.ggpht.com/ytc/AKedOLQP0vNXjkoKrCAYvWyOm9vEhDuBNytjbpEYi1ugD7w=s68-c-k-c0x00ffffff-no-rj,https://i.ytimg.com/vi/AZQLtiLJxiw/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBw4AVbnYSmUXm1Tt1EWMcCRgroXg,https://i.ytimg.com/an_webp/AZQLtiLJxiw/mqdefault_6s.webp?du=3000&sqp=CKDFw4wG&rs=AOn4CLBYN5UFRX7gyWd9RipKKt9tcC3yaw
86,21,AWS Tutorial For Beginners | AWS Full Course - Learn AWS In 10 Hours | AWS Training | Edureka,https://www.youtube.com/watch?v=k1RI5locZE4,2 years ago,2000765.0,9:28:40,"This AWS tutorial will help you learn various AWS services like AWS EC2, AWS S3, AWS Lambda, AWS Elastic Beanstalk, AWS ...",['CC'],edureka!,https://www.youtube.com/user/edurekaIN,True,https://yt3.ggpht.com/ytc/AKedOLTyvoU_YW3YmDgIXlJ8JpzFnNoZPVvQk9xFxfMkzQ=s68-c-k-c0x00ffffff-no-rj,https://i.ytimg.com/vi/k1RI5locZE4/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCJaI0DVSwiyV6HLqClZexr28p9RQ,https://i.ytimg.com/an_webp/k1RI5locZE4/mqdefault_6s.webp?du=3000&sqp=CMTFw4wG&rs=AOn4CLDNKUge6cKyrq53NPhPbVcRvNbmKA
87,22,What's it like to work at Amazon Web Services? Meet our Cloud Support Engineers.,https://www.youtube.com/watch?v=GC3bWcFFZTo,3 years ago,131316.0,3:23,Want to be part of the team behind the world's most comprehensive and broadly adopted cloud platform? Go to Amazon Jobs to ...,,Amazon Web Services,https://www.youtube.com/user/AmazonWebServices,True,https://yt3.ggpht.com/ytc/AKedOLQP0vNXjkoKrCAYvWyOm9vEhDuBNytjbpEYi1ugD7w=s68-c-k-c0x00ffffff-no-rj,https://i.ytimg.com/vi/GC3bWcFFZTo/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAGYYMR2CliBjuU6-QbIAywtkIUDw,https://i.ytimg.com/an_webp/GC3bWcFFZTo/mqdefault_6s.webp?du=3000&sqp=CPT1w4wG&rs=AOn4CLCL17yxpZGNBCHmBwzJs1TID3Gshg
88,23,The Most Important AWS Core Services That You NEED To Know About!,https://www.youtube.com/watch?v=B08iQQhXG1Y,1 year ago,99007.0,18:09,"In this video, I explain to you the core AWS services through an easy to follow example. We explore services such as Amazon S3, ...",,Be A Better Dev,https://www.youtube.com/channel/UCraiFqWi0qSIxXxXN4IHFBQ,,https://yt3.ggpht.com/ytc/AKedOLRHbSUC1s2eN9eusDAXirSm9qYg2slYcqMi3eqAVw=s68-c-k-c0x00ffffff-no-rj,https://i.ytimg.com/vi/B08iQQhXG1Y/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBy44qmoE7Dugf7nCVhu4dDNK1mbA,
89,25,New Amazon EC2 G5 Instances | Amazon Web Services,https://www.youtube.com/watch?v=zz38lS3gh_E,2 days ago,8181.0,1:21,New Amazon EC2 G5 instances powered by NVIDIA A10G Tensor Core GPUs deliver high performance for graphics intensive ...,['New'],Amazon Web Services,https://www.youtube.com/user/AmazonWebServices,True,https://yt3.ggpht.com/ytc/AKedOLQP0vNXjkoKrCAYvWyOm9vEhDuBNytjbpEYi1ugD7w=s68-c-k-c0x00ffffff-no-rj,https://i.ytimg.com/vi/zz38lS3gh_E/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDBc5hEz9n3Pp7Zj86AVE8yXUGgTw,https://i.ytimg.com/an_webp/zz38lS3gh_E/mqdefault_6s.webp?du=3000&sqp=CJjbw4wG&rs=AOn4CLDEc4xpOaex-c6QFZOYbFkA7muG3g
90,26,AWS re:Invent 2020 - Keynote with Andy Jassy,https://www.youtube.com/watch?v=xZ3k7Fd6_eU,11 months ago,1557963.0,2:52:04,"Andy Jassy, CEO of Amazon Web Services, delivers his AWS re:Invent 2020 keynote, featuring the latest news and ...",['CC'],Amazon Web Services,https://www.youtube.com/user/AmazonWebServices,True,https://yt3.ggpht.com/ytc/AKedOLQP0vNXjkoKrCAYvWyOm9vEhDuBNytjbpEYi1ugD7w=s68-c-k-c0x00ffffff-no-rj,https://i.ytimg.com/vi/xZ3k7Fd6_eU/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAw7fB_P6V_NojDnKH5eZwDRP6Xlw,https://i.ytimg.com/an_webp/xZ3k7Fd6_eU/mqdefault_6s.webp?du=3000&sqp=CLnKw4wG&rs=AOn4CLC2P2wiD7JqJ1g1FgyOBrymwYCpLg
91,3,R Programming Tutorial - Learn the Basics of Statistical Computing,https://www.youtube.com/watch?v=_V8eKsto3Ug,2 years ago,2040777.0,2:10:39,"Learn the R programming language in this tutorial course. This is a hands-on overview of the statistical programming language R, ...",['CC'],freeCodeCamp.org,https://www.youtube.com/channel/UC8butISFwT-Wl7EV0hUK0BQ,True,https://yt3.ggpht.com/ytc/AKedOLTtJvQ1Vfew91vemeLaLdhjOwGx3tTBLlreK_QUyA=s68-c-k-c0x00ffffff-no-rj,https://i.ytimg.com/vi/_V8eKsto3Ug/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBX4efzhvNMbMlWDbt8SJEiic8gzg,https://i.ytimg.com/an_webp/_V8eKsto3Ug/mqdefault_6s.webp?du=3000&sqp=CKjsw4wG&rs=AOn4CLBgdvNMSjx6M-r-A4Q1L8f9huKedg
92,4,R Programming for Beginners | Complete Tutorial | R & RStudio,https://www.youtube.com/watch?v=BvKETZ6kr9Q,1 year ago,277254.0,49:49,R programming tutorial with everything you need to know to start coding in RStats and RStudio. All the basics and fundamentals ...,,R Programming - DDS,https://www.youtube.com/channel/UCxdCZGywhd2R5BiOP8vOgqg,,https://yt3.ggpht.com/ytc/AKedOLTb2Fu3WH5CAv07Y4qOIb7dp66dcj0XJ6gvMnbc=s68-c-k-c0x00ffffff-no-rj,https://i.ytimg.com/vi/BvKETZ6kr9Q/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBy10_IwDiAfQzywZ0N_vbfC8noKg,https://i.ytimg.com/an_webp/BvKETZ6kr9Q/mqdefault_6s.webp?du=3000&sqp=CPzNw4wG&rs=AOn4CLDvnX2OdBO5TRbFyYagtKcWUw8LpQ
93,5,R programming for beginners – statistic with R (t-test and linear regression) and dplyr and ggplot,https://www.youtube.com/watch?v=ANMuuq502rE,4 years ago,1045353.0,15:49,This channel focusses on global health and public health - so please consider subscribing if you're someone wanting to make the ...,,Global Health with Greg Martin,https://www.youtube.com/user/drgregmartin,True,https://yt3.ggpht.com/ytc/AKedOLTbY9noQaM3fuBQcH8lYQ8ZwwzncnodTHcBcGg6Bg=s68-c-k-c0x00ffffff-no-rj,https://i.ytimg.com/vi/ANMuuq502rE/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBYVIllJM0jxqrtasd6aPATXGT1SQ,https://i.ytimg.com/an_webp/ANMuuq502rE/mqdefault_6s.webp?du=3000&sqp=CMbcw4wG&rs=AOn4CLC7gYsjT3j89mSoIKKJQ1h5IHi0PQ
94,6,R programming for beginners -  Why you should use R,https://www.youtube.com/watch?v=9kYUGMg_14s,2 years ago,305518.0,3:57,"R programming is typically used to analyze data and do statistical analysis. In this video, I talk about why R is a better option than ...",,R Programming 101,https://www.youtube.com/channel/UCfJyQ3P2k_SuqfxVdqIEQNw,,https://yt3.ggpht.com/ytc/AKedOLTpd1u2jq7PLiYpiWQWPiO2GWtxtJGONjS3e5tz=s68-c-k-c0x00ffffff-no-rj,https://i.ytimg.com/vi/9kYUGMg_14s/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBniCJlUGUeBGY-eHrDNg4GHqBjcw,https://i.ytimg.com/an_webp/9kYUGMg_14s/mqdefault_6s.webp?du=3000&sqp=CJj3w4wG&rs=AOn4CLCUA53ph9z9mblekBYnm2m7ycCMeA
95,7,R Programming For Beginners | R Language Tutorial | R Tutorial For Beginners | Edureka,https://www.youtube.com/watch?v=fDRa82lxzaU,4 years ago,983963.0,1:10:56,1. Variables 2. Data types 3. Operators 4. Conditional Statements 5. Loops 6. Strings 7. Functions Check out our R Playlist: ...,,edureka!,https://www.youtube.com/user/edurekaIN,True,https://yt3.ggpht.com/ytc/AKedOLTyvoU_YW3YmDgIXlJ8JpzFnNoZPVvQk9xFxfMkzQ=s68-c-k-c0x00ffffff-no-rj,https://i.ytimg.com/vi/fDRa82lxzaU/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDeZtyw7SftpG6Mjckm4FVt9yEM9g,https://i.ytimg.com/an_webp/fDRa82lxzaU/mqdefault_6s.webp?du=3000&sqp=CM3pw4wG&rs=AOn4CLCJprWkPAvDyH8UEAAGtYEpTaplKQ
96,8,R Programming Full Course In 7 Hours | R Programming For Beginners | R Tutorial | Simplilearn,https://www.youtube.com/watch?v=KlsYCECWEWE,1 year ago,206231.0,6:49:39,This R Programming Full Course Video Covers the following Topics: 00:00:00 What is R Programming 00:11:48 Variables and ...,,Simplilearn,https://www.youtube.com/user/Simplilearn,True,https://yt3.ggpht.com/ytc/AKedOLTaNnIZrEVNHk-OgfTRlO1n2aeAZ657f5FrG-5EaA=s68-c-k-c0x00ffffff-no-rj,https://i.ytimg.com/vi/KlsYCECWEWE/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDsa-SFKCYIABrlz59iVqkAWmY6wQ,https://i.ytimg.com/an_webp/KlsYCECWEWE/mqdefault_6s.webp?du=3000&sqp=CO3Uw4wG&rs=AOn4CLClLWVMKxRGeInTZztVsOwK5g8Cdg
97,9,R Programming Crash Course,https://www.youtube.com/watch?v=ZYdXI1GteDE,1 year ago,45251.0,1:33:23,Learn the fundamentals of the R programming language Bryan Jenks YouTube Channel: ...,,Traversy Media,https://www.youtube.com/user/TechGuyWeb,True,https://yt3.ggpht.com/ytc/AKedOLSxHOOxxa9Af8Bfb2XMop3lm4tor9bViWiC-d5aaw=s68-c-k-c0x00ffffff-no-rj,https://i.ytimg.com/vi/ZYdXI1GteDE/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAf6Lf2w_QUBJsHlbzpg1l9M8mogQ,https://i.ytimg.com/an_webp/ZYdXI1GteDE/mqdefault_6s.webp?du=3000&sqp=CO_Yw4wG&rs=AOn4CLB0k_RJzViw6EeF5GFlU7l_HecH4Q
98,10,R vs Python | Which is Better for Data Analysis?,https://www.youtube.com/watch?v=1gdKC5O0Pwc,8 months ago,66934.0,11:51,R and Python are the programming language of choice for most data analyst and scientists. Let's take a look at them and see ...,,Alex The Analyst,https://www.youtube.com/channel/UC7cs8q-gJRlGwj4A8OmCmXg,True,https://yt3.ggpht.com/ytc/AKedOLRv2w0F9QoCnR_5XvTekeAYEiUuFQW-u6yWN94h=s68-c-k-c0x00ffffff-no-rj,https://i.ytimg.com/vi/1gdKC5O0Pwc/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDx0Wcx4atFLLXjH2TwgsgkiZPIyw,https://i.ytimg.com/an_webp/1gdKC5O0Pwc/mqdefault_6s.webp?du=3000&sqp=CJ7bw4wG&rs=AOn4CLAgRG63ke7thrWCLqvg4uYdKTvsUA
99,12,R Programming Tutorial,https://www.youtube.com/watch?v=s3FozVfd7q4,4 years ago,467580.0,1:23:42,MY UDEMY COURSES ARE 87.5% OFF TIL OCTOBER 12TH ▻▻ Python Data Science Series for $19.99 ...,,Derek Banas,https://www.youtube.com/user/derekbanas,True,https://yt3.ggpht.com/ytc/AKedOLRZJ5DFgSQzbLG4zSnAKlUu2XTZmTCA8DXmFTmGVQ=s68-c-k-c0x00ffffff-no-rj,https://i.ytimg.com/vi/s3FozVfd7q4/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBoRnVawWjY3iSIQBp8KoAyYRWJjw,https://i.ytimg.com/an_webp/s3FozVfd7q4/mqdefault_6s.webp?du=3000&sqp=CKLlw4wG&rs=AOn4CLBwaPKMR_kcpIXCW_pkrjnOh6SH1g
100,17,Data Analytics for Beginners | Top 5 Must Know Tips for R Programming |,https://www.youtube.com/watch?v=VaA4N0JMvVw,2 years ago,12753.0,8:00,"If you're a Data Analytics beginner, then kickstart your R programming & data science/analytics career by learning these Top 5 ...",,The Wiz Lo,https://www.youtube.com/channel/UCCukTmBoUPs_kBv_0uMdrkA,,https://yt3.ggpht.com/ytc/AKedOLQmzc7y7tOn6062T1OTAfa4zJG598jdZ42NiI7pfA=s68-c-k-c0x00ffffff-no-rj,https://i.ytimg.com/vi/VaA4N0JMvVw/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLClp6eAAKGAktqtSqqe0X3p1mpiOw,
101,18,R tutorial - The True Basics of R,https://www.youtube.com/watch?v=SWxoJqTqo08,5 years ago,390149.0,4:52,In this video you will understand the origins and applications of the R programming language Want to take the interactive coding ...,,DataCamp,https://www.youtube.com/channel/UC79Gv3mYp6zKiSwYemEik9A,,https://yt3.ggpht.com/ytc/AKedOLQoZGdTfR1N8g2ZmjRxvraABhRXYe20R8u9aikuFg=s68-c-k-c0x00ffffff-no-rj,https://i.ytimg.com/vi/SWxoJqTqo08/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDJJsqTn_VW00yOyLpvy4No4zJ_CA,https://i.ytimg.com/an_webp/SWxoJqTqo08/mqdefault_6s.webp?du=3000&sqp=CPv2w4wG&rs=AOn4CLADTx_JzuFzdy9qK6yb8NhTk-ah2Q
102,19,ggplot for plots and graphs. An introduction to data visualization using R programming,https://www.youtube.com/watch?v=HPJn1CMvtmI,9 months ago,64229.0,26:51,Using ggplot and ggplot2 to create plots and graphs is easy. This video provides an easy to follow lesson on how to use R ...,,R Programming 101,https://www.youtube.com/channel/UCfJyQ3P2k_SuqfxVdqIEQNw,,https://yt3.ggpht.com/ytc/AKedOLTpd1u2jq7PLiYpiWQWPiO2GWtxtJGONjS3e5tz=s68-c-k-c0x00ffffff-no-rj,https://i.ytimg.com/vi/HPJn1CMvtmI/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBJdzpzHqQHS6KSsedFTSurF9uSYg,
103,20,learning to code in R in 3 hours,https://www.youtube.com/watch?v=0h6p996FQRk,9 months ago,85403.0,11:22,R is an open source programming language designed for statistical computing. Here's my efforts at learning the basics (I have an ...,,PaigeY,https://www.youtube.com/channel/UCqVgG1Tu_23FnA2vPqC_igw,True,https://yt3.ggpht.com/ytc/AKedOLQxK8g9yS4d-nfp-7W9o28eIsDt9F5CjLD3JicF=s68-c-k-c0x00ffffff-no-rj,https://i.ytimg.com/vi/0h6p996FQRk/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLANgGBP5urqs-zvSvCHH3v1hV2XHg,https://i.ytimg.com/an_webp/0h6p996FQRk/mqdefault_6s.webp?du=3000&sqp=CPzWw4wG&rs=AOn4CLC1lVso-gXie84RITx6LXQSvAD8Jg
104,21,R advanced functions that will make your life easier,https://www.youtube.com/watch?v=aHiwr3-xJLM,1 year ago,4191.0,9:47,Download the source code in: https://github.com/mariocastro73/ML2020-2021/blob/master/scripts/advanced-useful-functions.R.,,Mario Castro,https://www.youtube.com/channel/UCKacOPkhUImP-pFWRo8wx6A,,https://yt3.ggpht.com/ytc/AKedOLQkSE6fsEOrVmnT_yMPxwq6FgQB100dv0HUlXWWLA=s68-c-k-c0x00ffffff-no-rj,https://i.ytimg.com/vi/aHiwr3-xJLM/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLABonMqwhZSEEz8wxAmp1wTAyAIIw,
105,22,R Tutorial For Beginners Part - 1 | R Programming For Beginners | R Language Tutorial | Simplilearn,https://www.youtube.com/watch?v=7NLPPFU0O3w,1 year ago,45721.0,3:16:53,The topics covered in this R tutorial video are: Introduction 00:00:00 What Is R Programming 00:00:15 Features of R 00:01:36 How ...,,Simplilearn,https://www.youtube.com/user/Simplilearn,True,https://yt3.ggpht.com/ytc/AKedOLTaNnIZrEVNHk-OgfTRlO1n2aeAZ657f5FrG-5EaA=s68-c-k-c0x00ffffff-no-rj,https://i.ytimg.com/vi/7NLPPFU0O3w/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDRdLO3LusfOD-vdxCVULemhG1PBg,https://i.ytimg.com/an_webp/7NLPPFU0O3w/mqdefault_6s.webp?du=3000&sqp=CNjsw4wG&rs=AOn4CLAQknY3w6Whhtxyl3njNBayQ8pM0Q
106,24,"R programming for beginners. Manipulate data using the tidyverse: select, filter and mutate.",https://www.youtube.com/watch?v=nRtp7wSEtJA,2 years ago,66081.0,6:56,"Learn to manipulate data using the tidyverse package in R. This is part of the ""R programming for beginners"" series of videos.",,R Programming 101,https://www.youtube.com/channel/UCfJyQ3P2k_SuqfxVdqIEQNw,,https://yt3.ggpht.com/ytc/AKedOLTpd1u2jq7PLiYpiWQWPiO2GWtxtJGONjS3e5tz=s68-c-k-c0x00ffffff-no-rj,https://i.ytimg.com/vi/nRtp7wSEtJA/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDMhyiEka0D32wdXJFto96r-GLilw,https://i.ytimg.com/an_webp/nRtp7wSEtJA/mqdefault_6s.webp?du=3000&sqp=CODrw4wG&rs=AOn4CLB1G02gxbq1OB-69ym7zWBqp8EARg
107,25,Getting started with R and RStudio,https://www.youtube.com/watch?v=lVKMsaWju8w,8 years ago,606304.0,14:38,"A review of R and RStudio, showing where to download them, and highlighting and demonstrating many of RStudio's capabilities ...",,How To R,https://www.youtube.com/channel/UCAeWj0GhZ94wuvOIYu1XVrg,,https://yt3.ggpht.com/ytc/AKedOLSISivJcUHyxeFt9SzwEvofDKiT0vxeYs1DdWXW=s68-c-k-c0x00ffffff-no-rj,https://i.ytimg.com/vi/lVKMsaWju8w/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCyeN5J2yFHq9JSS_wTKJAoyEb2Pw,https://i.ytimg.com/an_webp/lVKMsaWju8w/mqdefault_6s.webp?du=3000&sqp=COTrw4wG&rs=AOn4CLCsICyM1ccbjeSKORkOTfwv0CxGHA
